file,status,rows,n_cols,n_pos_cols,unique_first_col,pos_domain,header,fit_n,fit_missing,fit_min,fit_med,fit_max,fit_distinct,fit_floor_frac
Guerrero2019_E_coli_WT.csv,ok,8,5,3,8,01,sequences|pos1|pos2|pos3|fitness,8,0,0.3336,0.3741,0.4116,8,0.125
Guerrero2019_L_grayi_GroEL.csv,ok,8,5,3,8,01,sequences|pos1|pos2|pos3|fitness,8,0,0.0673,0.0873,0.0926,8,0.125
Guerrero2019_L_grayi_LON.csv,ok,8,5,3,8,01,sequences|pos1|pos2|pos3|fitness,8,0,0.0,0.2013,0.2199,8,0.125
Guerrero2019_L_grayi_WT.csv,ok,8,5,3,8,01,sequences|pos1|pos2|pos3|fitness,8,0,0.1209,0.1269,0.135,8,0.125
Hall2010_diploid.csv,ok,64,8,6,64,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,64,0,-0.1535,-0.0502,0.0146,64,0.016
Hall2010_haploid.csv,ok,64,8,6,64,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,64,0,-0.1487,-0.0292,0.0142,64,0.016
Hall2019_Acetate.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.8902,1.1672,1.3803,32,0.031
Hall2019_Beef.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.8877,1.0717,1.2399,32,0.031
Hall2019_Casamino.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.7118,1.1254,1.3336,32,0.031
Hall2019_Glucose.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.9662,1.1795,1.3044,32,0.031
Hall2019_Milk.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.7316,1.3174,2.1367,32,0.031
Hall2019_NAG.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.892,1.1821,1.3511,32,0.031
Hall2019_Rhamnose.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.7898,1.0682,1.4022,32,0.031
Hall2019_Trypsin.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.5609,0.9857,1.1695,32,0.031
Hall2020_NfsA_ec50_2039.csv,ok,128,9,7,128,DFHKNRSTY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,128,0,-0.0096,0.0006,0.8941,115,0.008
Hall2020_NfsA_ec50_3637.csv,ok,128,9,7,128,CFGHKRSTVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,128,0,-0.0587,0.2364,0.9747,117,0.008
Jalal2020_NBS.csv,ok,160000,6,4,160000,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,160000,0,-14.1827,-11.4212,1.4203,11255,0.0
Jalal2020_parS.csv,ok,160000,6,4,160000,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,160000,0,-12.9464,-9.673,0.6458,10912,0.0
Johnston2024_TrpB3A.csv,ok,7971,5,3,7971,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7971,0,-0.5795,-0.0398,1.0,7969,0.0
Johnston2024_TrpB3B.csv,ok,7996,5,3,7996,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7996,0,-0.5065,-0.0556,1.0,7992,0.0
Johnston2024_TrpB3C.csv,ok,7994,5,3,7994,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7994,0,-0.8013,-0.0732,1.0,7991,0.0
Johnston2024_TrpB3D.csv,ok,7763,5,3,7763,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7763,0,-0.44,0.0056,1.0,7763,0.0
Johnston2024_TrpB3E.csv,ok,7964,5,3,7964,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7964,0,-0.3172,0.0009,1.0,7964,0.0
Johnston2024_TrpB3F.csv,ok,7737,5,3,7737,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7737,0,-0.4664,-0.0231,1.0,7737,0.0
Johnston2024_TrpB3G.csv,ok,7891,5,3,7891,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7891,0,-0.2751,-0.0037,1.0,7891,0.0
Johnston2024_TrpB3H.csv,ok,7716,5,3,7716,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7716,0,-0.2587,-0.0151,1.0,7716,0.0
Johnston2024_TrpB3I.csv,ok,7784,5,3,7784,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7784,0,-0.3086,0.0302,1.0,7783,0.0
Johnston2024_TrpB4.csv,ok,159129,6,4,159129,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,159129,0,-0.1641,0.0124,1.0,158895,0.0
Khan2011Flynn2013_DM25.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-0.0014,0.0733,0.1226,32,0.031
Khan2011Flynn2013_DM25_EGTA.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-0.0021,0.0753,0.2338,32,0.031
Khan2011Flynn2013_DM25_guanazole.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-0.0021,0.0753,0.2338,32,0.031
Kuo2020.csv,ok,197890,11,9,197890,ACGU,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,197890,0,0.225,0.479,3.07,2473,0.0
Lite2020_ParD2.csv,ok,7882,5,3,7882,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7882,0,-0.2251,0.1151,1.0268,7876,0.0
Lite2020_ParD3.csv,ok,7882,5,3,7882,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,7882,0,-0.2093,0.2812,1.0175,7881,0.0
Lozovsky2009Jiang2013_Jiang2013.csv,ok,16,6,4,16,01,sequences|pos1|pos2|pos3|pos4|fitness,16,0,0.0965,2.7668,3.4662,16,0.062
Lozovsky2009Jiang2013_Lozovsky2009.csv,ok,16,6,4,16,01,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-2.0,1.5759,2.477,16,0.062
Lozovsky_DHFR_ic50_c57.csv,ok,16,6,4,16,CILNRS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.301,0.6021,2.1072,8,0.125
Lozovsky_DHFR_ic50_c58.csv,ok,16,6,4,16,CILNRS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.8827,0.301,2.4082,9,0.062
Lozovsky_DHFR_ic50_c59.csv,ok,16,6,4,16,CILNRS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.1235,0.0,15.8023,7,0.125
Lozovsky_DHFR_ic50_c60.csv,ok,16,6,4,16,CILNRS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.0,0.0934,1.073,7,0.062
Lozovsky_DHFR_ic50_c61.csv,ok,16,6,4,16,CILNRS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,0.0,0.9031,1.5051,6,0.125
Lunzer2005_fitness.csv,ok,512,8,6,512,ADEFGHIKLNQRSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,512,0,45.6567,94.3273,100.612,511,0.002
Lunzer2005_nad.csv,ok,512,8,6,512,ADEFGHIKLNQRSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,512,0,6.219,7.7154,9.0329,512,0.002
Lunzer2005_nadp.csv,ok,512,8,6,512,ADEFGHIKLNQRSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,512,0,5.7624,8.353,10.7442,512,0.002
Malcolm1990.csv,ok,8,5,3,8,01,sequences|pos1|pos2|pos3|fitness,8,0,70.6,73.9,77.5,8,0.125
Meini2015.csv,ok,16,6,4,16,01,sequences|pos1|pos2|pos3|pos4|fitness,16,0,1.2041,2.1072,3.0103,7,0.125
Michael2024_LamB.csv,ok,512,11,9,512,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,512,0,-8.5268,-6.3102,1.5081,512,0.002
Michael2024_Lspec.csv,ok,512,11,9,512,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,463,49,-4.8528,-0.9109,4.8179,462,0.002
Michael2024_OmpF.csv,ok,512,11,9,512,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,349,163,-4.1325,1.6904,8.5065,349,0.003
Michael2024_Ospec.csv,ok,512,11,9,512,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,492,20,-7.8611,-1.6689,2.202,492,0.002
Michael2024_base.csv,ok,512,11,9,512,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,430,82,-7.4742,-4.0045,3.4771,430,0.002
Mira2015_TEM_AM.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.2513,0.0,0.0,16,0.062
Mira2015_TEM_AMC.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.4662,0.0,0.0,2,0.125
Mira2015_TEM_AMP.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.9053,0.0,0.0,3,0.25
Mira2015_TEM_CAZ.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.6552,0.0,0.0,3,0.25
Mira2015_TEM_CEC.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-2.1649,-0.1079,0.3892,16,0.062
Mira2015_TEM_CPD.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.3497,0.8762,2.673,16,0.062
Mira2015_TEM_CPR.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.5784,-0.0809,0.3075,16,0.062
Mira2015_TEM_CRO.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.8041,0.316,2.1335,16,0.062
Mira2015_TEM_CTT.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.5784,0.7627,1.3838,16,0.062
Mira2015_TEM_CTX.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.0752,0.0645,2.2529,16,0.062
Mira2015_TEM_CXM.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.3251,0.2765,1.5237,16,0.062
Mira2015_TEM_FEP.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-1.9788,0.0607,0.6128,16,0.062
Mira2015_TEM_SAM.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-2.5659,0.0138,0.0138,15,0.062
Mira2015_TEM_TZP.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-2.5655,-0.0,0.0,16,0.062
Mira2015_TEM_ZOX.csv,ok,16,6,4,16,DEGKLMNS,sequences|pos1|pos2|pos3|pos4|fitness,16,0,-0.0,0.0789,1.3458,15,0.062
Moulana2022_ACE2.csv,ok,32768,17,15,32768,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,32565,203,6.8756,8.7772,10.0401,32565,0.0
Moulana2023_CB6.csv,ok,32768,17,15,32768,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,16511,16257,5.0,9.1603,10.5611,16511,0.0
Moulana2023_CoV555.csv,ok,32768,17,15,32768,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,19867,12901,5.0,7.8733,10.6586,19851,0.0
Moulana2023_REGN10987.csv,ok,32768,17,15,32768,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,23686,9082,7.1086,9.5857,10.8053,23686,0.0
Moulana2023_S309.csv,ok,32768,17,15,32768,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,32768,0,7.6855,8.877,10.0133,32768,0.0
NEW_Chen2023_CreiLOV.csv,ok,165428,22,20,165428,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,165428,0,2.7926,3.8211,4.1955,165419,0.0
learning.csv,ERR: HTTP Error 404: Not Found,,,,,,,,,,,,,
Ogbunugafor22_cyc.csv,ok,15,6,4,15,01,sequences|pos1|pos2|pos3|pos4|fitness,15,0,1.0,1.2749,1.4499,15,0.067
Ogbunugafor22_pyr.csv,ok,15,6,4,15,01,sequences|pos1|pos2|pos3|pos4|fitness,15,0,1.0,1.275,1.45,15,0.067
Palmer2015.csv,ok,64,8,6,64,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,64,0,-2.0,2.8863,3.3733,61,0.047
Palmer_DHFR_ic75.csv,ok,64,8,6,64,AILPRTWct,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,64,0,-3.0315,1.8555,2.3424,57,0.047
Papkou2023_DHFR.csv,ok,135178,11,9,135178,ACGT,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,135178,0,-1.1748,-0.7017,1.3958,135153,0.0
Phillips2021_CR6261_h1.csv,ok,1917,13,11,1917,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,1887,30,7.0,9.1711,9.7286,1674,0.113
Phillips2021_CR6261_h9.csv,ok,1917,13,11,1917,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,1842,75,7.0,9.0699,10.15,1471,0.202
Phillips2021_CR9114_fluB.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65534,2,6.0,6.0,8.0608,199,0.997
Phillips2021_CR9114_h1.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65094,442,7.0,9.3658,9.8345,63420,0.026
Phillips2021_CR9114_h3.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65535,1,6.0,6.0,9.0419,7175,0.891
Phillips2023_G189E.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65530,6,-10.3307,-8.7702,-6.0,56080,0.0
Phillips2023_MA90.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65530,6,-10.526,-9.4731,-7.9479,65530,0.0
Phillips2023_SI06.csv,ok,65536,18,16,65536,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,65508,28,-9.7619,-6.0598,-6.0,33988,0.0
Podgornaia2015_PhoQ.csv,ok,140517,6,4,140517,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,140517,0,0.0,0.0,133.5943,29895,0.637
Poelwijk2019.csv,ok,8192,15,13,8192,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,8192,0,0.1549,0.3093,1.6925,8191,0.0
Schulz2025.csv,ok,1024,12,10,1024,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,1024,0,-3.0261,0.8226,2.4032,998,0.001
Skwara2023_Butyrate.csv,ok,1561,27,25,577,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,1561,0,0.0,17.316,67.07,1358,0.124
Skwara2023_GE_biomass.csv,ok,279,10,8,160,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,279,0,0.016,0.054,0.095,74,0.004
Skwara2023_Kehe_data.csv,ok,21198,16,14,4239,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,21198,0,1031.9179,2321.745,8811.3161,21198,0.0
Skwara2023_Langenheder.csv,ok,63,8,6,63,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,63,0,0.382,0.901,1.408,62,0.016
Skwara2023_pyoverdine.csv,ok,614,10,8,225,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,614,0,0.0007,0.2,0.4957,589,0.002
Skwara2023_starch_data.csv,ok,54,8,6,54,01,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,54,0,0.0,11.7094,37.2816,51,0.074
Soo2021_30C.csv,ok,65536,10,8,65536,ACGT,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,64020,1516,-6.766,-2.452,1.8131,62308,0.0
Soo2021_37C.csv,ok,65536,10,8,65536,ACGT,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,64548,988,-6.0862,-1.5037,3.3964,63340,0.0
Sunden_AP.csv,ok,32,7,5,32,ADEKRSY,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-10.4989,-5.4377,0.0,32,0.031
Tamer_DHFR_kcat_trajg.csv,ok,32,7,5,32,AGILPRTW,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-3.8562,-0.0784,0.0078,31,0.031
Tamer_DHFR_kcat_trajr.csv,ok,32,7,5,32,AILPRTW,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-2.9253,-0.0407,0.0018,31,0.031
Tamer_DHFR_ki_trajg.csv,ok,32,7,5,32,AGILPRTW,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.0,2.4499,5.9228,31,0.031
Tamer_DHFR_ki_trajr.csv,ok,32,7,5,32,AILPRTW,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.0,2.1279,5.0061,32,0.031
Tu2022_T7.csv,ok,6725,5,3,6725,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|fitness,6725,0,-1.1766,-0.6138,0.8512,5591,0.0
Tu2022_TEV.csv,ok,159132,6,4,159132,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,159132,0,-1.1766,-0.0158,1.4044,158288,0.0
Weinreich2006Tan2011_Tan2011.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,0.017,10.63,23.92,26,0.031
Weinreich2006Tan2011_Weinreich2006.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-3.8278,0.4854,15.3233,15,0.031
Westmann2024.csv,ok,17765,10,8,17765,ACGT,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,17765,0,0.0,0.2347,1.2439,12546,0.007
Whitlock2000.csv,ok,32,7,5,32,01,sequences|pos1|pos2|pos3|pos4|pos5|fitness,32,0,-4.56,-0.739,0.507,31,0.031
Wong2018_brca2.csv,ok,32768,11,9,32768,ACGU,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,32473,295,0.0,0.1061,34.3206,29583,0.039
Wong2018_ikbkap.csv,ok,32768,11,9,32768,ACGU,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,32090,678,0.0,0.0471,151.2846,14150,0.258
Wong2018_smn1.csv,ok,32768,11,9,32768,ACGU,sequences|pos1|pos2|pos3|pos4|pos5|pos6|pos7,30732,2036,0.0,0.0681,35.9751,14479,0.167
Wu2016_GB1.csv,ok,149361,6,4,149361,ACDEFGHIKLMNPQRSTVWY,sequences|pos1|pos2|pos3|pos4|fitness,149361,0,0.0,0.0034,8.762,37521,0.197
Wu2020_Bei89.csv,ok,576,8,6,576,ADEFGHKNQSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,576,0,-4.5433,-0.5795,3.7881,568,0.003
Wu2020_Bk79.csv,ok,576,8,6,576,ADEFGHKNQSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,576,0,-4.9291,-1.3323,4.796,571,0.002
Wu2020_Bris07L194.csv,ok,576,8,6,576,ADEFGHKNQSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,576,0,-4.9582,-2.1837,4.2482,569,0.002
Wu2020_Bris07P194.csv,ok,576,8,6,576,ADEFGHKNQSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,576,0,-6.5903,-4.3895,6.625,535,0.002
Wu2020_HK68.csv,ok,576,8,6,576,ADEFGHKNQSVY,sequences|pos1|pos2|pos3|pos4|pos5|pos6|fitness,576,0,-2.4423,0.7615,3.3923,576,0.002
